dataset,model_type,size,seed,measure,threshold,objective,solution
MMLU-Pro,gist,small,50,cosine,p10,2,"[1, 798]"
GPQA_NOCHUNK,nemotron,large,30,cosine,p95,21,"[257, 320, 196, 1, 412, 435, 425, 114, 308, 219, 290, 15, 402, 278, 324, 398, 98, 300, 251, 84, 42]"
IFEval_NOCHUNK,qwen4b,large,20,cosine,p90,1,[185]
Omni-MATH,gist,small,40,euclidean,p10,1,[121]
GPQA_NOCHUNK,qwen8b,large,40,cosine,p90,1,[27]
MMLU-Pro,qwen8b,large,30,euclidean,p80,1,[185]
Omni-MATH_NOCHUNK,qwen8b,large,30,euclidean,p20,1,[7]
IFEval,bge,small,10,cosine,p10,1,[109]
GPQA_CHUNKED,qwen4b,large,20,correlation,p50,2,"[201, 301]"
Omni-MATH_CHUNKED,qwen8b,large,20,correlation,p80,1,[281]
MMLU-Pro,gist,small,10,correlation,p50,2,"[651, 996]"
MMLU-Pro,gist,small,50,correlation,p90,15,"[140, 423, 1, 128, 602, 766, 709, 563, 335, 588, 750, 0, 0, 0, 1873]"
IFEval_CHUNKED,nemotron,large,40,cosine,p90,2,"[2, 245]"
IFEval,e5,small,40,cosine,p95,2,"[494, 359]"
MMLU-Pro,e5,small,50,euclidean,p50,2,"[5, 765]"
GPQA_NOCHUNK,nemotron,large,30,correlation,p50,1,[1]
GPQA,gist,small,30,cosine,p20,2,"[2, 31]"
GPQA,e5,small,10,cosine,p50,1,[429]
MMLU-Pro,nemotron,large,10,cosine,p90,1,[739]
MMLU-Pro,nemotron,large,30,euclidean,p10,1,[2]
Omni-MATH_NOCHUNK,nemotron,large,20,correlation,p20,1,[10]
MMLU-Pro,bge,small,10,correlation,p10,1,[22]
IFEval_NOCHUNK,qwen4b,large,30,euclidean,p20,1,[19]
MMLU-Pro,qwen8b,large,10,euclidean,p80,1,[185]
IFEval_CHUNKED,qwen8b,large,30,cosine,p20,1,[1]
IFEval_CHUNKED,qwen4b,large,50,cosine,p10,1,[1]
GPQA,e5,small,20,cosine,p90,6,"[18, 51, 56, 351, 424, 0]"
IFEval,bge,small,10,cosine,p95,6,"[359, 222, 494, 185, 313, 364]"
GPQA,bge,small,50,correlation,p90,10,"[286, 443, 289, 41, 370, 228, 56, 268, 31, 143]"
Omni-MATH,e5,small,40,correlation,p20,1,[136]
Omni-MATH,e5,small,50,cosine,p90,3,"[137, 187, 904]"
MMLU-Pro,e5,small,40,cosine,p80,2,"[71, 765]"
MMLU-Pro,bge,small,30,correlation,p80,3,"[26, 739, 884]"
GPQA,e5,small,20,correlation,p80,2,"[51, 106]"
MMLU-Pro,nemotron,large,40,euclidean,p10,1,[2]
GPQA_CHUNKED,nemotron,large,30,cosine,p20,1,[16]
IFEval,gist,small,50,cosine,p50,2,"[121, 359]"
GPQA_NOCHUNK,nemotron,large,30,euclidean,p90,2,"[412, 257]"
MMLU-Pro,qwen8b,large,40,correlation,p50,1,[829]
IFEval_CHUNKED,qwen8b,large,40,cosine,p10,1,[1]
MMLU-Pro,bge,small,40,cosine,p80,3,"[26, 739, 884]"
IFEval_CHUNKED,qwen8b,large,40,correlation,p80,1,[19]
GPQA_NOCHUNK,qwen8b,large,20,euclidean,p20,1,[20]
MMLU-Pro,qwen8b,large,10,cosine,p20,1,[276]
IFEval_NOCHUNK,nemotron,large,20,correlation,p50,2,"[1, 109]"
GPQA_NOCHUNK,qwen4b,large,20,cosine,p95,2,"[1, 343]"
IFEval,gist,small,30,correlation,p10,1,[69]
MMLU-Pro,qwen4b,large,30,cosine,p10,1,[9]
GPQA_CHUNKED,qwen4b,large,10,euclidean,p95,2,"[4, 343]"
IFEval_NOCHUNK,qwen8b,large,30,cosine,p90,1,[185]
GPQA_CHUNKED,nemotron,large,50,cosine,p20,1,[16]
IFEval_NOCHUNK,nemotron,large,20,euclidean,p95,13,"[109, 185, 212, 312, 424, 280, 459, 517, 316, 6, 349, 462, 78]"
Omni-MATH_CHUNKED,nemotron,large,30,correlation,p90,4,"[900, 568, 29, 314]"
MMLU-Pro,qwen4b,large,50,correlation,p80,2,"[8, 829]"
MMLU-Pro,qwen4b,large,20,euclidean,p10,1,[4]
MMLU-Pro,bge,small,30,cosine,p90,7,"[766, 884, 602, 575, 213, 884, 49]"
MMLU-Pro,nemotron,large,30,cosine,p50,1,[8]
MMLU-Pro,bge,small,50,cosine,p95,41,"[602, 996, 140, 205, 739, 690, 366, 766, 741, 843, 722, 830, 884, 26, 648, 820, 22, 69, 575, 172, 420, 705, 323, 314, 526, 494, 963, 546, 778, 288, 241, 718, 670, 763, 279, 401, 474, 603, 104, 619, 655]"
IFEval_NOCHUNK,qwen4b,large,20,correlation,p50,1,[19]
MMLU-Pro,qwen4b,large,20,cosine,p20,1,[13]
IFEval,e5,small,20,cosine,p10,1,[37]
IFEval_NOCHUNK,qwen4b,large,10,cosine,p90,1,[185]
IFEval_CHUNKED,nemotron,large,40,correlation,p95,24,"[245, 530, 196, 407, 367, 393, 331, 342, 23, 93, 34, 257, 36, 250, 425, 186, 455, 180, 179, 510, 470, 481, 505, 100]"
IFEval_NOCHUNK,nemotron,large,20,cosine,p80,3,"[6, 109, 312]"
GPQA,bge,small,30,euclidean,p95,38,"[286, 56, 443, 384, 428, 268, 95, 289, 31, 55, 153, 228, 133, 94, 298, 433, 79, 325, 329, 58, 41, 370, 37, 97, 308, 291, 427, 277, 167, 176, 194, 408, 216, 274, 417, 264, 226, 237]"
Omni-MATH_NOCHUNK,qwen4b,large,50,cosine,p95,2,"[296, 648]"
MMLU-Pro,bge,small,40,correlation,p90,7,"[884, 602, 366, 575, 648, 884, 49]"
IFEval_CHUNKED,nemotron,large,20,cosine,p20,1,[9]
GPQA_NOCHUNK,qwen4b,large,20,correlation,p20,1,[122]
GPQA,gist,small,50,correlation,p10,1,[44]
IFEval_CHUNKED,qwen4b,large,40,correlation,p10,1,[1]
MMLU-Pro,nemotron,large,20,cosine,p95,2,"[96, 739]"
GPQA_NOCHUNK,qwen8b,large,20,euclidean,p95,2,"[1, 27]"
IFEval,bge,small,40,cosine,p20,1,[109]
MMLU-Pro,qwen4b,large,40,euclidean,p80,2,"[705, 842]"
Omni-MATH_CHUNKED,nemotron,large,40,euclidean,p10,1,[19]
IFEval,gist,small,10,euclidean,p90,3,"[245, 282, 359]"
MMLU-Pro,qwen8b,large,50,cosine,p10,1,[9]
GPQA_CHUNKED,qwen4b,large,50,euclidean,p95,2,"[4, 343]"
Omni-MATH_CHUNKED,qwen4b,large,10,euclidean,p20,1,[7]
GPQA_CHUNKED,nemotron,large,40,correlation,p20,1,[16]
GPQA,bge,small,30,euclidean,p50,2,"[1, 443]"
Omni-MATH_CHUNKED,qwen4b,large,30,cosine,p10,1,[7]
GPQA_NOCHUNK,nemotron,large,50,euclidean,p90,2,"[412, 257]"
IFEval_CHUNKED,qwen8b,large,10,cosine,p50,1,[19]
GPQA,bge,small,40,euclidean,p90,7,"[215, 228, 268, 0, 0, 0, 33]"
MMLU-Pro,qwen8b,large,30,cosine,p50,1,[829]
IFEval,e5,small,30,correlation,p90,2,"[10, 494]"
GPQA,e5,small,30,cosine,p50,1,[429]
GPQA_CHUNKED,qwen4b,large,50,euclidean,p50,1,[85]
GPQA,gist,small,20,correlation,p50,2,"[11, 362]"
MMLU-Pro,qwen4b,large,50,correlation,p20,1,[13]
GPQA_CHUNKED,qwen4b,large,40,cosine,p80,2,"[1, 343]"
IFEval_CHUNKED,qwen8b,large,20,correlation,p90,1,[19]
GPQA,gist,small,20,cosine,p50,2,"[11, 362]"
Omni-MATH,bge,small,20,cosine,p90,3,"[134, 306, 772]"
MMLU-Pro,e5,small,10,correlation,p20,1,[5]
IFEval_NOCHUNK,nemotron,large,20,cosine,p20,1,[109]
Omni-MATH_CHUNKED,qwen8b,large,10,cosine,p50,1,[59]
IFEval,gist,small,20,cosine,p50,2,"[121, 359]"
Omni-MATH_NOCHUNK,qwen4b,large,10,cosine,p80,2,"[15, 24]"
IFEval_NOCHUNK,qwen8b,large,10,correlation,p50,1,[19]
Omni-MATH,gist,small,20,euclidean,p95,20,"[422, 19, 68, 921, 136, 427, 319, 583, 773, 922, 431, 925, 0, 0, 481, 0, 362947088, 32668, 362947088, 32668]"
GPQA_NOCHUNK,qwen8b,large,20,euclidean,p80,1,[27]
GPQA_CHUNKED,qwen4b,large,40,correlation,p80,2,"[1, 343]"
IFEval_CHUNKED,nemotron,large,40,euclidean,p10,1,[5]
GPQA_CHUNKED,qwen8b,large,10,cosine,p95,2,"[1, 343]"
IFEval_CHUNKED,nemotron,large,50,cosine,p90,2,"[2, 245]"
Omni-MATH_NOCHUNK,nemotron,large,40,cosine,p20,1,[10]
Omni-MATH_NOCHUNK,qwen8b,large,40,correlation,p20,1,[7]
GPQA_CHUNKED,qwen4b,large,20,cosine,p10,1,[27]
IFEval_CHUNKED,qwen8b,large,40,cosine,p80,1,[19]
Omni-MATH_CHUNKED,qwen8b,large,30,correlation,p90,1,[281]
IFEval_NOCHUNK,qwen4b,large,30,correlation,p90,1,[185]
GPQA,gist,small,50,euclidean,p20,2,"[2, 31]"
Omni-MATH,gist,small,20,cosine,p90,9,"[427, 19, 295, 297, 860, 583, 157, 790, 652]"
IFEval_CHUNKED,qwen4b,large,40,correlation,p80,1,[185]
IFEval,bge,small,20,correlation,p10,1,[109]
Omni-MATH_CHUNKED,qwen4b,large,40,euclidean,p80,1,[149]
GPQA,gist,small,30,correlation,p20,2,"[2, 31]"
GPQA,gist,small,20,cosine,p80,4,"[34, 87, 282, 0]"
IFEval_NOCHUNK,qwen8b,large,40,correlation,p95,1,[185]
IFEval_CHUNKED,qwen4b,large,20,euclidean,p90,1,[185]
GPQA_CHUNKED,qwen8b,large,30,cosine,p95,2,"[1, 343]"
Omni-MATH,bge,small,40,cosine,p95,5,"[134, 306, 552, 573, 0]"
GPQA,e5,small,30,correlation,p95,24,"[106, 289, 229, 424, 429, 351, 51, 244, 257, 31, 295, 18, 234, 340, 65, 444, 235, 365, 71, 160, 423, 145, 417, 407]"
GPQA_NOCHUNK,qwen4b,large,20,cosine,p90,2,"[1, 27]"
IFEval,bge,small,50,euclidean,p20,1,[109]
Omni-MATH_NOCHUNK,qwen8b,large,10,euclidean,p95,1,[281]
GPQA_NOCHUNK,qwen4b,large,10,euclidean,p50,1,[201]
IFEval,bge,small,30,correlation,p80,2,"[109, 359]"
GPQA_NOCHUNK,qwen4b,large,20,euclidean,p95,2,"[4, 27]"
IFEval_NOCHUNK,qwen8b,large,30,cosine,p95,1,[185]
MMLU-Pro,nemotron,large,50,euclidean,p10,1,[2]
IFEval,gist,small,30,euclidean,p95,6,"[17, 140, 245, 323, 0, 0]"
Omni-MATH_CHUNKED,nemotron,large,20,correlation,p10,1,[19]
IFEval_NOCHUNK,qwen8b,large,30,euclidean,p80,1,[19]
Omni-MATH_NOCHUNK,qwen8b,large,50,correlation,p80,1,[281]
Omni-MATH_CHUNKED,qwen4b,large,40,cosine,p20,1,[7]
GPQA,gist,small,50,cosine,p95,38,"[426, 379, 87, 286, 351, 296, 280, 282, 299, 9, 31, 443, 61, 170, 228, 53, 196, 303, 384, 214, 156, 421, 442, 174, 216, 7, 15, 435, 99, 202, 374, 370, 122, 27, 234, 204, 329, 230]"
GPQA,bge,small,20,correlation,p10,1,[17]
Omni-MATH,bge,small,50,cosine,p90,3,"[134, 306, 772]"
IFEval,e5,small,40,correlation,p20,1,[185]
Omni-MATH,gist,small,50,euclidean,p80,3,"[295, 583, 773]"
MMLU-Pro,qwen8b,large,20,euclidean,p10,1,[4]
GPQA,bge,small,50,euclidean,p80,3,"[88, 286, 443]"
Omni-MATH_NOCHUNK,qwen8b,large,50,euclidean,p50,1,[33]
Omni-MATH,bge,small,50,euclidean,p10,1,[19]
IFEval_CHUNKED,qwen4b,large,50,correlation,p95,1,[227]
MMLU-Pro,gist,small,50,euclidean,p20,2,"[1, 798]"
GPQA_CHUNKED,nemotron,large,40,euclidean,p50,1,[56]
IFEval,bge,small,30,cosine,p10,1,[109]
Omni-MATH_CHUNKED,qwen8b,large,30,euclidean,p80,1,[281]
GPQA_NOCHUNK,qwen8b,large,20,cosine,p90,1,[27]
Omni-MATH,gist,small,10,correlation,p10,1,[696]
Omni-MATH,e5,small,10,euclidean,p10,1,[10]
IFEval_CHUNKED,qwen4b,large,40,correlation,p95,1,[227]
GPQA_NOCHUNK,qwen4b,large,40,correlation,p95,2,"[1, 343]"
Omni-MATH,bge,small,10,euclidean,p10,1,[19]
GPQA_CHUNKED,qwen8b,large,20,euclidean,p50,1,[27]
Omni-MATH_NOCHUNK,qwen4b,large,50,correlation,p10,1,[7]
IFEval_NOCHUNK,qwen4b,large,20,correlation,p80,1,[185]
IFEval_CHUNKED,qwen4b,large,20,euclidean,p20,1,[19]
GPQA_NOCHUNK,qwen4b,large,40,correlation,p10,1,[27]
GPQA_CHUNKED,nemotron,large,40,correlation,p90,1,[358]
GPQA_NOCHUNK,qwen8b,large,40,correlation,p20,1,[27]
GPQA_CHUNKED,qwen8b,large,50,euclidean,p90,1,[201]
GPQA_CHUNKED,qwen8b,large,10,euclidean,p95,2,"[4, 201]"
GPQA_CHUNKED,nemotron,large,50,correlation,p80,1,[358]
IFEval,gist,small,30,euclidean,p20,1,[245]
Omni-MATH_CHUNKED,qwen8b,large,10,correlation,p20,1,[7]
Omni-MATH,e5,small,50,euclidean,p10,1,[10]
Omni-MATH_CHUNKED,qwen8b,large,40,cosine,p80,1,[281]
IFEval_CHUNKED,qwen8b,large,50,euclidean,p50,1,[18]
MMLU-Pro,e5,small,20,correlation,p95,6,"[572, 830, 728, 0, 0, 0]"
GPQA_CHUNKED,qwen8b,large,10,correlation,p90,1,[343]
GPQA_CHUNKED,qwen4b,large,20,correlation,p10,1,[27]
Omni-MATH_CHUNKED,qwen8b,large,30,correlation,p50,1,[59]
MMLU-Pro,nemotron,large,40,correlation,p80,1,[221]
MMLU-Pro,e5,small,10,cosine,p50,2,"[5, 624]"
MMLU-Pro,e5,small,30,euclidean,p95,5,"[23, 765, 905, 996, 36344368]"
Omni-MATH_NOCHUNK,qwen4b,large,20,correlation,p10,1,[7]
GPQA_CHUNKED,nemotron,large,50,correlation,p50,1,[244]
Omni-MATH_CHUNKED,qwen8b,large,30,euclidean,p20,1,[7]
MMLU-Pro,gist,small,30,correlation,p80,5,"[140, 799, 506, 602, 58]"
Omni-MATH_NOCHUNK,qwen8b,large,50,euclidean,p20,1,[7]
GPQA_NOCHUNK,qwen4b,large,20,correlation,p80,2,"[27, 343]"
GPQA_CHUNKED,qwen8b,large,20,euclidean,p95,2,"[4, 201]"
GPQA,bge,small,10,euclidean,p80,3,"[88, 286, 443]"
Omni-MATH,e5,small,20,euclidean,p10,1,[10]
Omni-MATH_CHUNKED,qwen4b,large,40,euclidean,p50,1,[71]
IFEval_CHUNKED,nemotron,large,10,cosine,p90,2,"[2, 245]"
IFEval_NOCHUNK,nemotron,large,20,euclidean,p50,2,"[1, 109]"
MMLU-Pro,e5,small,50,correlation,p95,6,"[572, 830, 728, 0, 0, 0]"
MMLU-Pro,qwen8b,large,40,cosine,p95,2,"[620, 626]"
Omni-MATH,gist,small,30,euclidean,p20,2,"[1, 460]"
Omni-MATH_NOCHUNK,qwen8b,large,30,correlation,p80,1,[281]
IFEval_CHUNKED,qwen4b,large,30,cosine,p20,1,[1]
IFEval,e5,small,40,cosine,p90,2,"[10, 494]"
IFEval_CHUNKED,nemotron,large,40,cosine,p95,24,"[245, 530, 196, 407, 367, 393, 331, 342, 23, 93, 34, 257, 36, 250, 425, 186, 455, 180, 179, 510, 470, 481, 505, 100]"
Omni-MATH,bge,small,10,correlation,p80,2,"[12, 772]"
Omni-MATH_NOCHUNK,qwen8b,large,20,correlation,p10,1,[7]
IFEval_CHUNKED,qwen4b,large,40,euclidean,p50,1,[19]
GPQA,gist,small,50,cosine,p20,2,"[2, 31]"
MMLU-Pro,qwen4b,large,20,euclidean,p80,2,"[705, 842]"
IFEval_NOCHUNK,nemotron,large,20,euclidean,p90,5,"[459, 109, 517, 185, 312]"
Omni-MATH_CHUNKED,qwen8b,large,10,correlation,p80,1,[281]
GPQA_CHUNKED,nemotron,large,10,correlation,p20,1,[16]
IFEval_NOCHUNK,nemotron,large,40,cosine,p95,14,"[109, 185, 312, 212, 424, 280, 459, 517, 316, 362, 349, 403, 462, 78]"
Omni-MATH_CHUNKED,qwen4b,large,50,cosine,p80,2,"[15, 24]"
IFEval_CHUNKED,qwen8b,large,40,euclidean,p10,1,[1]
Omni-MATH_NOCHUNK,qwen8b,large,40,correlation,p95,2,"[1, 281]"
MMLU-Pro,gist,small,10,correlation,p10,2,"[1, 798]"
GPQA_NOCHUNK,nemotron,large,20,cosine,p20,1,[1]
Omni-MATH_NOCHUNK,nemotron,large,30,correlation,p95,1,[906]
GPQA_NOCHUNK,qwen4b,large,40,correlation,p20,1,[122]
Omni-MATH,bge,small,50,euclidean,p90,2,"[12, 772]"
GPQA_CHUNKED,qwen4b,large,50,cosine,p80,2,"[1, 343]"
Omni-MATH,e5,small,50,euclidean,p95,6,"[157, 839, 187, 498, 767, 839]"
Omni-MATH_CHUNKED,qwen4b,large,20,correlation,p10,1,[7]
Omni-MATH,gist,small,30,cosine,p80,4,"[19, 610, 773, 921]"
MMLU-Pro,qwen4b,large,20,correlation,p50,2,"[46, 829]"
Omni-MATH_CHUNKED,qwen4b,large,10,correlation,p80,2,"[15, 24]"
MMLU-Pro,qwen4b,large,30,correlation,p95,40,"[464, 93, 709, 620, 487, 197, 452, 489, 481, 152, 497, 541, 536, 378, 313, 875, 66, 808, 41, 75, 889, 893, 779, 78, 760, 179, 177, 223, 732, 725, 919, 920, 923, 98, 692, 257, 17, 628, 426, 614]"
Omni-MATH_NOCHUNK,nemotron,large,50,cosine,p50,1,[46]
GPQA_NOCHUNK,qwen4b,large,30,cosine,p20,1,[122]
GPQA_CHUNKED,nemotron,large,30,cosine,p50,1,[244]
IFEval_CHUNKED,qwen4b,large,50,cosine,p95,1,[227]
MMLU-Pro,qwen4b,large,50,correlation,p90,2,"[34, 464]"
GPQA_CHUNKED,nemotron,large,30,correlation,p10,1,[15]
MMLU-Pro,qwen4b,large,20,cosine,p50,2,"[46, 829]"
Omni-MATH,bge,small,30,cosine,p20,1,[19]
Omni-MATH_CHUNKED,qwen4b,large,50,cosine,p95,7,"[24, 296, 648, 512, 811, 809, 276]"
MMLU-Pro,qwen8b,large,10,euclidean,p20,1,[13]
Omni-MATH,gist,small,40,correlation,p10,1,[696]
MMLU-Pro,e5,small,40,correlation,p95,6,"[572, 830, 728, 0, 0, 0]"
MMLU-Pro,qwen4b,large,40,correlation,p10,1,[9]
Omni-MATH_CHUNKED,nemotron,large,30,cosine,p50,1,[900]
GPQA_CHUNKED,qwen8b,large,20,cosine,p80,1,[27]
Omni-MATH,gist,small,40,euclidean,p95,20,"[422, 19, 319, 790, 427, 431, 921, 583, 773, 68, 922, 925, 0, 0, 481, 0, 1890243088, 32601, 1890243088, 32601]"
IFEval_NOCHUNK,qwen8b,large,40,euclidean,p95,1,[19]
GPQA_NOCHUNK,qwen4b,large,10,euclidean,p95,2,"[4, 27]"
MMLU-Pro,qwen8b,large,30,euclidean,p10,1,[4]
MMLU-Pro,e5,small,20,cosine,p10,1,[5]
IFEval_CHUNKED,qwen8b,large,40,cosine,p95,1,[185]
MMLU-Pro,e5,small,40,cosine,p20,1,[5]
Omni-MATH_NOCHUNK,qwen8b,large,10,cosine,p50,1,[59]
IFEval,e5,small,40,correlation,p10,1,[37]
Omni-MATH,gist,small,50,euclidean,p10,1,[121]
GPQA_CHUNKED,qwen8b,large,30,cosine,p90,1,[343]
IFEval,gist,small,50,correlation,p20,1,[245]
GPQA_NOCHUNK,qwen8b,large,50,correlation,p20,1,[27]
IFEval_NOCHUNK,nemotron,large,10,euclidean,p80,2,"[6, 109]"
IFEval_NOCHUNK,qwen8b,large,20,cosine,p95,1,[185]
Omni-MATH_NOCHUNK,qwen4b,large,30,cosine,p50,1,[149]
GPQA_NOCHUNK,qwen4b,large,20,cosine,p50,2,"[201, 301]"
MMLU-Pro,e5,small,30,cosine,p10,1,[5]
MMLU-Pro,qwen4b,large,40,cosine,p95,38,"[464, 93, 709, 620, 536, 313, 481, 257, 197, 426, 487, 489, 541, 177, 692, 889, 179, 378, 17, 497, 760, 725, 66, 628, 152, 75, 41, 808, 614, 223, 779, 452, 875, 923, 732, 98, 920, 919]"
IFEval_CHUNKED,nemotron,large,30,euclidean,p80,1,[245]
IFEval_NOCHUNK,qwen8b,large,50,correlation,p20,1,[1]
GPQA,e5,small,20,euclidean,p95,20,"[106, 289, 229, 429, 424, 351, 51, 257, 295, 18, 235, 234, 145, 417, 160, 340, 65, 365, 444, 31]"
Omni-MATH_NOCHUNK,qwen8b,large,50,euclidean,p80,1,[281]
IFEval_CHUNKED,qwen4b,large,40,correlation,p90,1,[227]
Omni-MATH,gist,small,10,correlation,p80,4,"[19, 610, 773, 921]"
GPQA,bge,small,50,cosine,p95,37,"[286, 56, 443, 268, 95, 384, 44, 289, 244, 127, 153, 228, 55, 420, 298, 37, 216, 291, 307, 167, 370, 277, 433, 41, 329, 427, 58, 60, 122, 417, 264, 79, 99, 176, 97, 94, 408]"
IFEval_CHUNKED,qwen4b,large,10,cosine,p10,1,[1]
GPQA,bge,small,10,euclidean,p20,1,[214]
IFEval_CHUNKED,nemotron,large,10,correlation,p90,2,"[2, 245]"
IFEval_NOCHUNK,nemotron,large,30,cosine,p20,1,[109]
GPQA,gist,small,50,correlation,p50,2,"[11, 362]"
MMLU-Pro,qwen8b,large,50,euclidean,p20,1,[13]
Omni-MATH_NOCHUNK,nemotron,large,50,euclidean,p10,1,[10]
Omni-MATH_NOCHUNK,qwen8b,large,20,correlation,p95,2,"[1, 281]"
MMLU-Pro,gist,small,30,correlation,p90,15,"[140, 563, 766, 1, 423, 602, 128, 709, 335, 745, 750, 0, 0, 0, 1873]"
MMLU-Pro,nemotron,large,30,cosine,p20,1,[8]
IFEval,bge,small,50,correlation,p95,6,"[359, 222, 494, 185, 313, 364]"
IFEval,bge,small,20,euclidean,p95,5,"[359, 222, 494, 185, 364]"
IFEval,e5,small,10,correlation,p80,2,"[151, 494]"
MMLU-Pro,qwen8b,large,10,cosine,p90,2,"[626, 620]"
GPQA,gist,small,40,cosine,p50,2,"[11, 362]"
IFEval_NOCHUNK,qwen8b,large,10,cosine,p95,1,[185]
GPQA,bge,small,30,correlation,p10,1,[17]
Omni-MATH_NOCHUNK,qwen4b,large,10,euclidean,p20,1,[7]
GPQA_CHUNKED,qwen4b,large,20,euclidean,p95,2,"[4, 343]"
GPQA,bge,small,30,correlation,p90,10,"[286, 443, 289, 41, 370, 228, 56, 268, 31, 143]"
IFEval_NOCHUNK,qwen8b,large,10,euclidean,p80,1,[19]
GPQA_CHUNKED,qwen8b,large,30,cosine,p50,1,[27]
Omni-MATH_NOCHUNK,qwen4b,large,20,cosine,p95,2,"[296, 648]"
Omni-MATH,e5,small,20,correlation,p10,1,[10]
GPQA_CHUNKED,qwen8b,large,10,correlation,p20,1,[27]
IFEval_CHUNKED,nemotron,large,20,euclidean,p50,1,[15]
Omni-MATH_NOCHUNK,nemotron,large,50,cosine,p20,1,[10]
IFEval_CHUNKED,qwen8b,large,20,euclidean,p50,1,[18]
Omni-MATH_CHUNKED,nemotron,large,20,euclidean,p80,2,"[900, 568]"
IFEval_NOCHUNK,nemotron,large,10,cosine,p20,1,[109]
GPQA_NOCHUNK,qwen4b,large,10,correlation,p90,2,"[1, 27]"
MMLU-Pro,nemotron,large,30,correlation,p80,1,[221]
IFEval_CHUNKED,nemotron,large,20,correlation,p10,1,[5]
Omni-MATH_CHUNKED,qwen8b,large,50,correlation,p90,1,[281]
GPQA_CHUNKED,nemotron,large,20,correlation,p20,1,[16]
MMLU-Pro,nemotron,large,50,cosine,p95,2,"[96, 739]"
Omni-MATH_NOCHUNK,nemotron,large,40,euclidean,p50,1,[46]
Omni-MATH,bge,small,40,euclidean,p95,4,"[277, 306, 582, 0]"
IFEval_NOCHUNK,qwen8b,large,40,cosine,p80,1,[19]
GPQA_CHUNKED,nemotron,large,50,cosine,p10,1,[15]
IFEval_CHUNKED,nemotron,large,10,euclidean,p10,1,[5]
MMLU-Pro,gist,small,20,correlation,p20,2,"[1, 798]"
GPQA_CHUNKED,qwen8b,large,30,correlation,p90,1,[343]
MMLU-Pro,bge,small,10,correlation,p50,2,"[4, 902]"
MMLU-Pro,gist,small,40,euclidean,p10,2,"[1, 798]"
IFEval_CHUNKED,nemotron,large,30,euclidean,p50,1,[15]
IFEval_NOCHUNK,qwen8b,large,40,correlation,p90,1,[185]
GPQA_NOCHUNK,nemotron,large,10,correlation,p90,2,"[257, 412]"
Omni-MATH_NOCHUNK,qwen8b,large,50,correlation,p90,1,[281]
MMLU-Pro,bge,small,10,correlation,p80,3,"[26, 739, 884]"
GPQA_CHUNKED,qwen4b,large,10,euclidean,p10,1,[44]
IFEval_CHUNKED,qwen4b,large,30,correlation,p10,1,[1]
GPQA_NOCHUNK,nemotron,large,10,cosine,p95,21,"[257, 320, 196, 1, 412, 435, 425, 114, 308, 219, 290, 15, 402, 278, 324, 398, 98, 300, 251, 84, 42]"
Omni-MATH_CHUNKED,qwen4b,large,30,correlation,p95,7,"[24, 296, 648, 809, 276, 512, 811]"
IFEval_NOCHUNK,nemotron,large,20,euclidean,p80,2,"[6, 109]"
GPQA_CHUNKED,qwen4b,large,50,euclidean,p90,2,"[4, 201]"
GPQA_NOCHUNK,nemotron,large,30,cosine,p90,2,"[257, 412]"
GPQA_CHUNKED,qwen4b,large,20,euclidean,p50,1,[85]
GPQA_NOCHUNK,qwen4b,large,30,correlation,p90,2,"[1, 27]"
Omni-MATH,bge,small,20,cosine,p80,2,"[12, 772]"
Omni-MATH,e5,small,10,correlation,p95,6,"[187, 551, 157, 904, 839, 657]"
GPQA_NOCHUNK,qwen8b,large,10,euclidean,p10,1,[4]
IFEval_NOCHUNK,qwen4b,large,40,euclidean,p20,1,[19]
IFEval_CHUNKED,qwen4b,large,20,correlation,p95,1,[227]
IFEval_NOCHUNK,qwen4b,large,20,euclidean,p80,1,[19]
IFEval_NOCHUNK,qwen4b,large,40,euclidean,p10,1,[1]
MMLU-Pro,bge,small,20,correlation,p50,2,"[4, 902]"
GPQA_CHUNKED,qwen8b,large,30,correlation,p10,1,[27]
MMLU-Pro,e5,small,20,cosine,p95,6,"[572, 830, 728, 0, 0, 0]"
Omni-MATH,gist,small,30,correlation,p80,4,"[19, 610, 773, 921]"
Omni-MATH_CHUNKED,qwen4b,large,30,correlation,p50,1,[149]
GPQA_CHUNKED,qwen8b,large,10,cosine,p50,1,[27]
Omni-MATH_NOCHUNK,qwen4b,large,40,cosine,p20,1,[7]
GPQA,bge,small,30,euclidean,p20,1,[214]
Omni-MATH,bge,small,30,euclidean,p90,2,"[12, 772]"
Omni-MATH_NOCHUNK,nemotron,large,30,correlation,p10,1,[10]
GPQA,bge,small,20,euclidean,p10,1,[17]
MMLU-Pro,qwen4b,large,10,cosine,p80,2,"[8, 829]"
MMLU-Pro,nemotron,large,50,euclidean,p80,1,[221]
MMLU-Pro,qwen8b,large,10,euclidean,p10,1,[4]
GPQA_NOCHUNK,nemotron,large,50,cosine,p10,1,[1]
IFEval,gist,small,30,correlation,p80,2,"[20, 359]"
Omni-MATH_NOCHUNK,qwen4b,large,50,cosine,p80,2,"[15, 24]"
Omni-MATH_NOCHUNK,qwen4b,large,50,correlation,p50,1,[149]
IFEval_CHUNKED,nemotron,large,50,euclidean,p90,2,"[2, 215]"
MMLU-Pro,nemotron,large,10,euclidean,p95,2,"[96, 739]"
